	P3	P5	P7	P11	P13	P14	P16	P17	P19	P22	P24	P27	P30	P34	P39	P43	P52	P53	1148190	1160611	1165043	1165731	1175987	1205142	1232209	1232597	1247392	1258650	1261934	1273598	P2	P4	P9	P15	P18	P20	P21	P23	P25	P26	P33	P40	P45	P50	1161524	1185692	1243837	1313158	1337883	1338283	1398479	1406645	1432057	963764	P1	P12	P35	P37	P41	1161135	1391882	1397993	P36	P42	P51	1293013	1411462	rd_P4_T1	rd_P5_T1	rd_P7_T1	rd_P9_T1	rd_P10_T1	rd_P11_T1	rd_P1_T1	rd_P2_T1	rd_P3_T1	rd_P6_T1	rd_P8_T1	rd_P12_T1	rd_P13_T1	rd_P14_T1	F4	F8	F9	F81	F89_342952	F92_340410	F172	F177
COL6A3	10.0732	0	0	0	0	0	0	0	0	0	0	0	0	10.151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.456	0	0	0	0	10.1954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4	0	0	0	0	0	0	0	0	10.2659	0	10.0255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRZ1	0	0	0	0	10.2422	40.1418	0	0	0	0	0	0	0	0	0	10.4565	0	10.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.3103	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1056	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2534	10.0363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RELN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.35	0	0	0	0	0	0	0	0	0	10.0808	0	10.1707	0	0	0	0	0	0	0	0	0	0	10.15	0	0	10.0758	10.0787	40.1321	0	0	0	0	0	0	0	0	10.1628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA8	0	0	0	0	0	10.0513	0	0	10.0398	0	0	10.1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.75	0	0	0	0	0	0	0	10.2606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0914	0	0	0	0	0	0	0	0
OR2T8	0	0	0	0	0	0	0	0	0	0	0	0	10.1644	0	10.2571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1111	0	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.08	0	0	0	0	0	0	0	0	0	0
ZFP36L2	0	0	0	0	0	40.0634	0	40.3316	140.101	0	0	0	0	0	140.608	0	0	0	0	0	0	0	0	0	10.4464	0	0	0	0	0	0	110.327	0	40.3154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.272	40.0833	0	110.447	0	0	0	0	0	0	0	0	10.4133	0	0	0	0	0	0	0	0	0	0	40.0635	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1	0	0
ZNF676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.018	0	10.0277	10.0237	10.0181	0	0	0	0	10.0286	0	0	0	0	0	0	0	0	0	0	0	0	10.0238	10.1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANK1	0	0	0	0	0	0	10.131	0	0	0	0	0	10.053	0	0	10.1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1443	0	0	10.1284	0	0	0	0	0	10.2834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF1	0	10.0307	0	0	10.0698	0	10.0284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0825	10.0373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0409	0	0	0	0	0	0	0	0
ELFN1	10.1648	0	0	0	0	10.0398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3664	0	0	0	0	0	0	0	40.1838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.212	10.1947	0	0	0	0	0	0	0	0	10.2957	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB10	0	0	0	0	0	10.0655	0	0	0	10.1185	0	0	0	0	10.1958	0	0	0	0	0	0	0	0	0	110.046	10.0669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3158	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1613	0	0	0	0	0	0	0	0	0	0	40.0808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OBSCN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1724	0	0	0	0	40.0593	0	0	0	0	0	0	0	0	0	0	10.5521	0	0	0	0	0	0	0	30.1611	0	10.1322	0	0	0	0	0	0	0	0	0	0	10.2286	0	0	0	10.0417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH17	0	0	10.2326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2159	0	0	0	0	0	0	0	10.2621	0	0	0	0	0	0	0	0	0	0	0	10.2299	10.1071	0	0	10.187	0	0	0	0	0	0	0	0	0	0	0	10.0941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSMD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1351	0	0	0	0	0	0	0	0	0	0	0	10.0784	10.1043	0	0	0	0	0	0	10.1707	0	0	0	0	10.0635	0	0	0	0	0	0	0	10.088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0373	0	0	0	0	0	0	0	0	0	0	0	0	10.0142	0	0	10.2683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0306	10.1126	0	10.0579	0	0	0	0	0	0	0	0	0	0	0	0	10.0266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL6A5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0987	0	0	0	0	0	0	0	0	0	0	10.125	0	0	0	40.1517	0	10.3333	0	0	0	0	10.1702	0	0	0	0	0	0	0	0	0	0	0	10.08	0	40.1154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0508	0	0	0	0	0	0	10.3143	0	0	0	0	0	10.3243	0	0	0	0	0	0	10.2692	40.1129	10.2571	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1	0
XIRP2	0	0	0	0	0	0	0	10.0467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.069	0	10.0437	0	0	0	40.058	0	0	0	0	0	0	10.2326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3278	0	0	0	10.1	0	0	0	0	0	10.1
OR2T34	0	0	0	0	10.0784	0	0	0	0	0	0	0	0	0	0	10.5	0	0	0	0	0	0	0	0	0	10.1528	0	0	0	0	0	0	0	0	10.1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0402	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANKRD36C	10.0546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1529	10.0707	0	0	0	0	0	0	0	0	0	0	0	0	10.0556	0	0	0	0	0	40.1136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0592	0	0	0	0	0	0	0	0	0	0	0	0	10.0723	0	0	0	0	0	0	0	0	0	0
AMER1	0	0	0	0	0	0	0	0	40.2111	0	0	0	0	0	0	0	40.2595	0	40.2462	0	0	0	0	40.2826	0	0	10.4146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2609	0	0	0	0	0	0	0	40.2385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.1	0	0	0
CACNA1E	0	0	0	0	0	0	0	10.3543	0	0	0	0	0	10.1964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2338	0	0	0	0	0	10.0852	0	0	0	0	0	10.0534	0	0	0	0	10.098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WNK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0649	0	10.3333	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0189	0	0	0	40.1772	0	0	0	0	0	0	0	0	0	10.1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAI1	0	0	0	0	0	0	0	0	0	0	0	0	10.1125	0	0	10.0833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1158	0	10.2385	0	0	10.0606	0	0	10.1429	0	0	0	0	0	0	0	0	0	0	0
BDP1	0	0	0	0	0	10.1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0462	0	0	0	0	0	10.0182	0	0	0	0	0	0	0	0	0	0	0	40.2958	0	40.1237	0	0	0	0	0	0	10.1606	0	0	0	0	10.0504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX15	0	0	0	0	0	10.0726	0	0	0	0	0	0	0	0	0	10.0886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1421	40.431	0	0	0	0	0	10.2759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.25	0	0	0	0	0	0	0	0	0	0	0	0	10.1961	0	0	0	0	0	0	0	40.1	0	0	0	0	0	0
COL27A1	0	0	0	0	0	10.1114	0	0	0	0	0	0	0	0	0	10.0826	0	0	0	0	0	0	0	0	0	10.4242	0	0	0	0	0	0	0	0	10.1375	0	40.0537	0	0	0	0	0	0	10.2698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1751	0	0	0	0	0	0	0	20.1	0	0	0
MAST4	20.0301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0235	0	20.0365	10.1563	20.0437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0338	0	0	0	0	0	0	0	0	20.0383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1	0	0	0
LRP2	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0986	0	0	0	0	40.1091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2532	0	0	0	0	0	10.2	0	0	0	0	0	0	0	10.3133	0	0	0	0	0	10.2115	0	0	0	0	0	0	0	0	0	0	0	10.183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1	0	0
PKHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1782	10.1853	0	0	0	0	0	0	10.2973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1029	0	0	0	0	0	0	0	0	0	10.1597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGA	0	0	0	0	0	10.058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3333	0	0	0	0	0	0	0	0	0	30.1596	0	10.045	0	0	0	0	0	0	0	0	0	0	0	0	0	40.3857	0	10.2989	0	0	0	0	0	0	10.1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR112	0	0	0	0	0	0	0	0	0	0	0	10.0725	0	0	0	10.1356	0	0	0	0	0	0	10.0889	0	0	0	10.7407	0	0	0	0	0	0	0	10.2619	0	0	0	0	0	0	0	0	10.1961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1081	0	0	0	10.2247	0	0	0	0	0	0	40.2	0	0	0	0	0	0	0	0	0	0	10.123	0	0	0	0	0	0	0	10.2451	0	0	0	10.0923	0	0	0	0	10.0453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ROBO2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1591	10.2444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3284	0	0	0	40.2623	0	10.4915	0	10.1667	0	0	0	0	0	0	0	0	0	10.1075	0	0	0	0	0	0	0	0	0	0
RBM4	0	0	0	0	0	0	0	0	0	0	0	20.0188	0	120.017	120.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.0235	0	20.0178	0	20.0155	20.0118	120.017	0	0	0	0	0	0	0	0	0	0	0	0	120.015	20.0113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF729	0	0	0	0	0	10.0945	0	10.0108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0309	0	0	0	0	0	10.2457	0	10.021	0	0	0	10.018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.028	0	0	0	0	0	0	110.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG	0	0	0	0	0	0	0	0	0	10.0942	0	0	0	0	0	10.1075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1475	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.087	0	0	0	0	0	10.1667	0	0	0	0	0	0	0	0	0	0
ZNF99	0	0	0	0	0	0	0	40.0201	0	0	0	0	0	0	0	0	0	0	0	0	10.0305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.014	0	10.022	0	0	0	40.0355	0	0	0	110.024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NRXN3	0	0	0	10.2236	10.2586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1379	0	0	10.2381	0	0	0	0	0	10.3295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSMD1	0	0	0	0	10.22	0	0	0	0	0	0	30.0536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5893	0	0	10.206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.25	0	10.1892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL22A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1429	0	0	0	40.2195	0	0	0	0	0	0	0	10.1667	0	0	0	0	0	0	0	10.1944	0	0	0	0	0	10.0843	110.121	0	0	0	0	0	0	0	0	0	0	0	0	10.0335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MUC5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.111	0	0	0	10.0297	0	0	0	0	0	0	0	0	0	0	0	20.1734	0	0	0	0	0	0	30.2453	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1449	0	0	0	0	0	0	0	0	0	0	0	0	0	10.3665	10.0435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FREM2	0	0	0	0	0	20.0061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2037	0	0	0	0	0	0	0	0	0	0	10.3115	10.15	0	40.3046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3R5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1202	0	0	0	0	0	0	0	10.4667	0	0	10.2673	0	0	0	0	10.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2292	0	210.052	0	0	0	0	0	10.192	0	0	0	10.1923	0	0	0	0	0	0	0	0	0	0	10.2512	0	0	0	0	0	0	0	10.1325	0	0	0	0	0	0	0	0	0	0	0	0	10.1676	0	0	0	0	0	0	0	0	0	0	0	0	10.1	0	0	0
NOTCH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3298	0	0	10.1828	0	0	0	10.1176	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2189	10.2527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2344	0	0	0	0	0	0	0	0	0	0	0	40.1	0	0	0
PRDM16	0	0	0	0	0	10.0286	0	0	0	10.2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2059	0	10.2874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.2553	0	0	0	10.4548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS16	0	10.6134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1282	0	0	10.1919	0	0	0	0	0	10.2027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.237	10.0816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD11	0	0	0	0	40.1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0894	0	0	40.1386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0236	0	0	0	0	0	0	0	0	0
BIRC6	0	0	0	10.2245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1379	0	0	0	0	0	10.0288	10.1522	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1275	0	0	0	0	0	0	0	0	0	0	0	0	0	40.2898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTOG	0	0	0	0	0	10.0977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.119	0	0	0	0	0	0	10.125	0	0	0	0	0	10.2024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.24	0	0	0	0	0	0	0	40.1	10.1	0	0	0	0	0
ARHGEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1926	0	10.2535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.1143	0	0	10.1383	0	0	0	0	0	0	0	0	40.2609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RETSAT	0	0	0	0	0	0	0	0	10.0329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.0281	10.0448	0	0	0	0	0	0	0	0	0	10.1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0864	0	0	0	0	0	0	0	0	10.026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BSN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2203	0	0	0	10.274	0	0	0	0	0	10.3654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1349	0	0	0	0	0	0	0	0
DNHD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0515	0	0	0	0	0	40.1644	0	0	0	0	0	0	40.14	0	0	0	0	0	0	0	0	0	0	0	0	10.1274	10.0833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1	0	0	0
IRS4	0	0	0	0	0	0	0	0	0	10.5399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.8153	0	10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1161	0	0	10.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATM	0	0	0	0	0	0	0	10.6357	0	0	0	0	0	0	0	0	0	10.3099	0	10.1912	0	0	0	0	0	0	10.4512	0	0	0	0	0	0	0	0	0	40.1212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30.3415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PTPRF	0	0	0	0	0	10.0946	0	0	0	0	0	0	0	0	0	10.1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1597	0	0	0	0	0	0	10.1667	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1257	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRBA	0	40.5122	0	10.0639	0	0	10.0656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0893	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1182	0	0	0	0	0	0	10.1702	0	0	10.1503	0	0	0	0	0	0	0	0
THSD7A	0	0	0	10.1728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1443	0	0	40.2143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1045	0	0	0	0	0	0	0	0	0	0	0	0	10.0959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDH19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2	0	0	0	0	0	0	0	0	0	0	0	0	40.1218	0	0	0	0	0	0	0	0	0	0	0	10.1348	10.1842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0344	0	0	0	0	0	0	0	0	0
DISC1	0	0	0	10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2	0	10.4737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KMT2C	0	0	0	0	10.1641	10.1277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.1532	10.1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0567	10.0752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RYR3	0	10.1742	0	0	0	10.0899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.2571	0	0	0	0	0	0	0	0	0	0	0	10.3559	0	0	0	0	40.2963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.0727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.1	0	0	0
BCORL1	0	0	0	0	0	0	0	0	0	0	0	40.1528	0	0	0	40.1373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.25	0	0	0	0	0	0	0	10.2839	0	10.3111	0	0	0	40.0974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLE	0	0	0	0	0	10.0921	10.2443	0	0	0	0	0	0	0	0	10.1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.1648	0	0	0	10.1376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
